student_id,session_id,activity_type,activity_score,response_time,mistakes_count,feedback_rating,audio_features,writing_features,interaction_duration,device_type,timestamp,environment_temp,environment_noise_level,performance_category
15,c50e1552-32ea-4849-bb84-72e5487e82ed,speaking,99.71,3.05,0,2,"[0.34725837296756756, 0.4551184680378818, 0.47964536068494823, 0.4699189677389912, 0.9168499023008995]","[71.40326444668564, 60.79052140907037, 30.93727178627821]",50.31,smartboard,2024-06-20 15:18:28,24.78,54.64,1
63,fa743c84-6b86-41d6-a94a-aa5f1c8840fb,speaking,60.06,7.09,3,5,"[0.14602184329789067, 0.3318464983003497, 0.15357223031299452, 0.643415907654449, 0.7179309221433461]","[11.448763806590511, 38.38388830449795, 45.6236508955542]",25.3,smartboard,2024-10-08 00:04:15,20.61,42.57,0
14,91788a7a-92ba-44e5-981f-24cf269a8207,reading,90.05,2.57,1,1,"[0.17216201267371312, 0.41929416265238584, 0.9475531404570325, 0.7017153820506227, 0.7108029610053083]","[36.1919990837865, 59.36607912085384, 1.0131184027743378]",39.99,smartboard,2024-04-15 22:54:52,24.57,48.38,1
9,046c4e31-b961-4a29-9c31-ff9974b17658,speaking,94.95,7.79,4,5,"[0.20850257476332124, 0.9122079765572575, 0.1597994599201974, 0.5805707252929874, 0.2279234114141119]","[1.1706610730904066, 42.2034260127639, 29.504070765415623]",31.73,smartboard,2024-07-28 05:30:55,22.89,31.31,1
2,28f58f3d-3dfa-4c45-a573-ef8cd8181d7b,listening,64.92,6.47,3,3,"[0.40885061785539245, 0.7562561387945032, 0.6870624837327457, 0.8610439266909161, 0.7232435440023027]","[42.99310773901481, 67.29666223944324, 27.538117425541852]",21.85,tablet,2024-07-22 12:09:38,23.94,43.39,0
60,8992d3b1-5277-47cf-a36d-da74ad0eb757,reading,91.94,8.58,0,1,"[0.8718061038951553, 0.9249717122570866, 0.48788669846196664, 0.38698013648902496, 0.6239788719347025]","[37.117242343762754, 60.1074166800233, 70.55858626438246]",42.86,tablet,2024-04-13 18:38:25,21.87,35.01,1
15,76277473-9b4a-4e1e-a76b-75a2473578de,listening,77.22,3.14,5,1,"[0.9010873316654275, 0.4112897146640717, 0.23901377250099143, 0.12290298391517579, 0.6812401476578358]","[63.69023174547432, 34.060416658129164, 7.171188884765101]",27.53,smartboard,2024-11-15 03:06:12,21.56,50.31,0
99,ba5bd2e7-194a-41a3-ac74-722887f113d1,speaking,84.23,4.92,2,5,"[0.2961032988294911, 0.9892323695400327, 0.5086014590765034, 0.7194468122022133, 0.22649767082052472]","[48.55896996593978, 2.7536719869465487, 50.545511791044994]",58.02,tablet,2024-11-16 23:37:30,21.92,31.17,0
99,38f6203a-0955-4561-b02d-71ede83f38ae,reading,61.24,5.1,0,3,"[0.24402244281687466, 0.12101688669536732, 0.7805922525551592, 0.5126707079937016, 0.36032029477538907]","[90.00831830164807, 11.613896020052561, 95.59188289553192]",22.27,smartboard,2024-06-27 16:19:12,24.44,48.09,0
56,341ca202-5ece-4e3a-ad95-903d4868cd62,reading,93.07,9.87,2,5,"[0.3595648940368712, 0.9650219368668337, 0.4505337054121783, 0.44696071426323014, 0.4063483938290552]","[54.14076073475852, 15.41450431784871, 55.37114853580112]",34.79,smartboard,2024-05-10 09:48:07,23.81,55.01,1
18,a28ddcfd-fa5d-4d0c-86e6-cc8bbfcf239e,listening,77.62,4.42,0,2,"[0.33340140758538506, 0.2751614530343848, 0.1518828239791224, 0.408203180951242, 0.34322292291770495]","[96.64173858664074, 55.77088262500439, 34.72770390305075]",36.93,smartboard,2024-08-21 02:40:53,20.7,43.32,0
100,01384a08-c80a-4fc4-90ac-c44f4eaad69f,writing,85.05,5.91,1,4,"[0.4616009205888918, 0.9944635500097283, 0.8922832859340343, 0.6610653623434961, 0.6124396250640545]","[62.06604798245841, 20.131210782243325, 39.51377432643186]",7.17,tablet,2024-03-16 14:48:19,22.38,46.29,1
14,99420c5b-c68d-423f-bb0a-49bf75b248fd,listening,69.11,9.71,3,5,"[0.9185091498435178, 0.7499289119103153, 0.5800479658888263, 0.8829722436829165, 0.21758710944111664]","[79.0509794274885, 12.48208139668483, 79.42106625494054]",20.17,wearable,2024-02-21 04:20:48,24.39,58.32,0
15,0c264491-52a1-4c51-9eea-979f7da4e1f2,listening,65.95,5.7,0,1,"[0.9828886403464165, 0.5350666923758319, 0.8771927702630906, 0.6298583699181879, 0.4377969171276417]","[28.57835555258702, 20.322309108608728, 76.17981913776973]",26.26,smartboard,2024-08-08 17:54:21,22.56,44.77,0
8,ccd96e6f-2e33-468b-9569-250a40273647,reading,83.09,8.92,4,2,"[0.9826654092250865, 0.46682578771643524, 0.8447670298956728, 0.7880750151892458, 0.6161760563100159]","[95.60471436119332, 20.04745155284028, 10.92642103096214]",51.97,tablet,2024-08-24 10:58:33,22.2,55.41,0
55,cd443f2f-9f8d-496e-a904-e833d32b65d0,speaking,95.72,2.5,3,3,"[0.8951182866874546, 0.50348714983248, 0.559389240103809, 0.6639332599838892, 0.9337443460570781]","[1.911609442976403, 47.68434683178171, 68.77220424305607]",44.75,wearable,2024-07-25 04:24:17,23.46,34.03,1
85,ed0c6065-5344-4f6a-8846-9487e82c7689,reading,71.98,4.87,5,4,"[0.8239934869115545, 0.35088388517309776, 0.2896344674804828, 0.9617032171342865, 0.10797695660212202]","[99.78208556819781, 67.68212988573956, 82.84692994491171]",21.2,smartboard,2024-11-10 02:54:33,20.07,52.14,0
64,990f2c1c-6036-4d2e-b8fb-797bf62f51f7,writing,93.37,7.92,2,2,"[0.22856525857075474, 0.7780851300312722, 0.7920305038968769, 0.6926864641030493, 0.7895043395160276]","[84.59214396777321, 61.360411423745845, 8.860471396967906]",31.82,wearable,2024-06-30 19:53:27,20.39,42.23,1
38,24e0011d-c43a-443e-a6bd-a1b573e4b444,listening,76.28,2.53,2,4,"[0.41393848057253135, 0.19989828891218336, 0.8274116890083, 0.9529192233680237, 0.16508482773214475]","[95.51152072917014, 52.25765993367452, 29.95656779538739]",9.23,smartboard,2024-02-29 03:04:12,22.5,53.84,0
76,e16576a2-0af7-41c3-a3ce-c42f9c2e4edb,reading,88.28,2.4,4,5,"[0.16561165183111315, 0.46258595436937344, 0.36576144464314897, 0.3091458907504431, 0.3529040490178422]","[80.34827432968846, 92.92280536318539, 40.510269452756646]",54.84,smartboard,2024-05-26 20:33:36,21.61,44.29,1
42,af6974f4-342f-4b42-9e7c-ce06a028d1d8,speaking,69.04,7.12,4,4,"[0.981083003657328, 0.6431437864390408, 0.42203267570219405, 0.6830357013914755, 0.2106286106188488]","[88.86590802653987, 50.30839507798363, 44.93497420396421]",37.22,smartboard,2024-05-08 12:22:31,23.12,32.15,0
59,a01253f2-67ac-4836-95d0-ec6e74709d88,writing,87.3,3.94,1,2,"[0.7425573692559309, 0.8402813149457771, 0.8235626567972683, 0.5972508706671003, 0.568152903079676]","[14.287596133941172, 77.53461504031355, 27.140938044671437]",32.32,tablet,2024-07-20 06:10:05,21.42,34.01,1
55,1dca1e4b-ced4-4b0f-aef5-987ff7799b9c,writing,85.18,2.43,3,2,"[0.77378071071358, 0.385828115735005, 0.1001212237040368, 0.5600162253135068, 0.14216671767484282]","[27.616955782089946, 70.69764874557161, 6.268962162186586]",51.16,wearable,2024-09-29 12:44:46,20.02,37.4,1
51,4e82bcd5-b4ef-412d-b182-5be28ac63070,speaking,89.64,4.53,1,4,"[0.19170314925941218, 0.4242105269203851, 0.343353957746073, 0.8584407119444994, 0.38201312582662883]","[78.89324717760073, 89.18721448107347, 43.381741957652956]",55.05,tablet,2024-04-22 13:50:14,21.89,58.92,1
13,fdd16993-c5cb-4ee9-9d06-d8bfd6b0f83f,speaking,63.57,7.5,4,5,"[0.5444326364112358, 0.44888392491008233, 0.6694406908737408, 0.733471382470898, 0.10392694268527819]","[16.69530887471987, 71.30460506343186, 66.63854135782064]",58.13,wearable,2024-07-28 15:45:29,23.81,58.52,0
76,76ecb605-72e4-41e0-b26d-2658e7c70cb7,writing,88.1,4.38,5,3,"[0.19482843002577083, 0.803641477010442, 0.6797342993283243, 0.14336741115396662, 0.42404541931088047]","[95.67998154842861, 50.04011457102012, 43.272913601970465]",30.17,wearable,2024-08-01 13:24:43,21.04,41.06,1
97,0b4a1bdc-d5bd-4bb8-8de1-857d988b4cfb,listening,74.79,2.42,1,1,"[0.7908108656661265, 0.47485398871349105, 0.839961898134781, 0.8653132010079059, 0.2907946492287923]","[65.73534821701286, 47.22818041629817, 88.0156737921485]",16.87,tablet,2024-05-04 03:19:00,23.39,48.23,0
69,daae67a6-41d2-454e-9bd9-d64fc250740d,reading,71.81,3.09,0,4,"[0.6864757844295489, 0.7647377123190976, 0.38406460938701503, 0.6803493436200824, 0.45561781685035296]","[71.32068832826177, 19.92152748940531, 89.02150026361744]",20.81,wearable,2024-07-06 18:10:57,21.84,31.74,0
72,84931340-78a0-4b31-990f-21279a1a2a4b,listening,64.46,6.13,4,3,"[0.34083340905517434, 0.8519322031679749, 0.11322404978945846, 0.44118464380474254, 0.40361099209218343]","[1.9327630917601035, 12.436839900051023, 41.36426749186353]",32.11,wearable,2024-07-28 06:06:14,22.02,45.93,0
86,3a37c981-23a5-45bb-8934-a711ea02e5c1,reading,83.81,2.08,3,4,"[0.5176856435081535, 0.9671493167988294, 0.5671290521165938, 0.7097880407130579, 0.38067747212519487]","[77.39913781527625, 77.2921481876115, 52.129604765413895]",58.68,smartboard,2024-02-01 16:25:58,20.63,30.51,0
41,16a9e6b1-9e5c-4d9c-b3f2-81af658315b5,listening,90.81,8.46,3,2,"[0.20818650620851864, 0.3390245496627455, 0.11579712702996603, 0.3639777497025083, 0.7958276865268044]","[51.79605277125789, 34.80955931682881, 37.17392949063303]",5.07,tablet,2024-07-04 05:38:32,21.5,49.39,1
95,29c1ffc5-5191-4751-8ac7-768003fd864c,listening,98.97,8.78,2,1,"[0.12123546818097622, 0.9087045442073554, 0.8048785719687633, 0.8023385112138823, 0.5121961831032144]","[39.80052929545028, 30.29157288331926, 6.569485895436578]",17.55,wearable,2024-03-25 02:39:50,21.23,44.52,1
42,33a13a1a-f16f-4ce2-9c31-6e0df9a1529a,reading,89.9,5.79,2,5,"[0.15206000450244456, 0.9620108208893835, 0.948451887184701, 0.8066705888335676, 0.9921951114077985]","[54.448233280026294, 96.27683502532061, 7.560504061675077]",25.11,wearable,2024-07-04 06:38:06,21.13,35.87,1
85,19e9e2ef-2523-4538-b156-4f3fcdb48d45,speaking,65.63,6.98,5,5,"[0.8031896701725746, 0.6204685594783246, 0.23226643862938873, 0.8300113929401238, 0.6723592364473556]","[38.81657061269955, 67.4130295536063, 25.990497924283286]",23.99,wearable,2024-02-13 10:22:31,24.59,38.72,0
88,90caee3e-6b5f-4ef2-95ae-4405cb8ddd88,writing,78.8,9.12,4,1,"[0.7369492152407747, 0.1559829035482325, 0.23257273985107332, 0.10705743169472515, 0.6678296112062471]","[44.767342541041835, 13.427485090227552, 95.79341210567705]",34.13,wearable,2024-06-27 01:19:34,21.21,45.02,0
88,92cfa59b-620f-4182-a0f6-3b600bbb7e20,speaking,87.18,2.61,3,2,"[0.34723343354310277, 0.8262689417955943, 0.5136983833623952, 0.5919194278290655, 0.4895344019885224]","[4.389994264300512, 16.574977982015593, 44.554163874189086]",16.51,tablet,2024-04-24 17:42:36,20.25,55.31,1
36,15944a7a-3a43-4eab-b353-a7388ce0e0eb,speaking,99.25,8.35,4,3,"[0.8684064295342003, 0.31777941728534087, 0.9645642779618798, 0.2772331340080856, 0.956286829325649]","[99.4819293965951, 71.17228057460487, 98.1143731791822]",36.32,wearable,2024-02-12 14:02:45,21.3,43.11,1
68,8da423b0-8365-497f-8508-8009b4a72579,reading,83.74,2.58,2,2,"[0.6601089381555215, 0.983060053086065, 0.2710968848053549, 0.813335604659545, 0.9171089144016574]","[94.37015928202209, 96.01356044054472, 52.14596387214719]",58.75,wearable,2024-05-17 05:59:30,23.79,34.85,0
51,546a92a6-4e99-41a8-8fc6-3df0262300e5,writing,79.08,7.75,2,3,"[0.322606284237175, 0.6765536651939986, 0.6999404311419573, 0.2464297694277093, 0.6085767812074806]","[77.16269109786077, 49.88956645359419, 1.2103116776107425]",5.5,tablet,2024-01-31 08:10:23,21.79,57.79,0
86,7e199434-0fc5-44dc-a3e9-1ac7f8820011,speaking,69.15,7.07,0,1,"[0.29986828362398854, 0.38950299069359373, 0.8632378806413356, 0.7559752980429522, 0.18585934958188957]","[42.87020209864336, 2.916976364526447, 48.0890146603009]",41.43,wearable,2024-02-21 15:44:44,20.59,38.67,0
31,e9a6b481-035d-4f70-8b6b-cbb580db9e7a,listening,75.91,9.36,0,4,"[0.9939295138806676, 0.1404201690960543, 0.7849071311458529, 0.43455165976210897, 0.45321236760653205]","[75.42649733470228, 91.84264321454087, 95.09285945025483]",36.74,wearable,2024-07-05 12:05:10,21.79,53.63,0
24,9c9b3138-ead4-4fbd-af34-67c639e28179,listening,70.04,6.51,3,5,"[0.4227206153723858, 0.6909679663370885, 0.3163590216041562, 0.2724336511613432, 0.9264151780078934]","[10.18036829495369, 50.595790773493164, 22.085278296300892]",7.14,tablet,2024-07-31 00:35:12,20.18,35.26,0
29,7db9b187-e255-4111-8660-dd7bdaf915a1,speaking,94.67,4.26,5,3,"[0.9554132535177662, 0.6234600636902742, 0.4929527707918895, 0.6220799512025091, 0.565028546703641]","[75.87762537573252, 28.249606597285226, 35.30503916003024]",54.18,wearable,2024-07-01 21:13:18,24.73,56.78,1
94,123edae4-c0cb-43fa-9b67-6fa8a09d7681,listening,76.78,8.24,1,1,"[0.5287021599709889, 0.547785866931492, 0.28421209815155557, 0.6320172729326649, 0.26752230797801313]","[33.15646990671938, 85.50302016199352, 20.707580921085523]",8.91,tablet,2024-03-15 16:26:23,20.35,58.22,0
34,f08ff31b-bcf7-41a1-b23d-6318ca6670f8,reading,80.28,5.28,2,2,"[0.8297907229071266, 0.8522433351194644, 0.39897192980404417, 0.7242562517264157, 0.7940105342666979]","[65.46506868659546, 15.159507480009937, 87.5883083517057]",34.65,wearable,2024-10-01 05:59:56,21.41,42.76,0
23,f9d4a5b9-a4af-4bc4-b445-06f97d02fff5,writing,61.5,3.02,3,1,"[0.7889920754642747, 0.10001047127982954, 0.474909245634063, 0.5702591629770296, 0.1491709780008751]","[97.30781629723329, 22.612533124967193, 30.419871963628086]",21.72,tablet,2024-07-22 17:30:00,21.15,30.04,0
48,0b24406c-bf6f-4289-9b38-a474b1c0e0e9,reading,89.17,9.73,3,3,"[0.3018641349565406, 0.6967424726230802, 0.7677066942628435, 0.8635828411814722, 0.48036627731224824]","[30.293090564042924, 32.52951340230311, 71.26213330985128]",49.92,wearable,2024-03-03 04:00:06,20.91,41.13,1
91,8055ca12-9bcb-4afa-870a-b592c259feea,writing,96.08,8.45,0,5,"[0.9863725624862283, 0.7788234337138726, 0.4538756809251301, 0.631574050595174, 0.6949128288225883]","[7.845581631712395, 54.44969591038651, 70.93208284726096]",14.2,smartboard,2024-08-01 17:45:44,23.9,47.51,1
74,e52e6148-8df1-4acf-b254-014bad4c3db4,listening,98.09,2.34,2,5,"[0.3387935237999203, 0.6413984913698416, 0.36690392098533764, 0.742981747664118, 0.7831047542697379]","[10.251596406647446, 51.38544642067677, 50.889055559105586]",25.31,smartboard,2024-03-27 04:52:42,24.66,54.83,1
38,f4a00649-46bf-4d6c-aa17-cc2b48181122,writing,87.89,7.71,0,2,"[0.5155445294318072, 0.9288950689869183, 0.7251358845279569, 0.7560829554902347, 0.8755218134086107]","[27.4071589342191, 80.7070903866703, 19.524060295649203]",23.99,smartboard,2024-03-01 18:03:35,21.68,59.36,1
5,5c1d0adc-9f14-4fc2-8d19-c7d987b03cb9,listening,94.26,7.61,4,5,"[0.7543510854538511, 0.605865514962314, 0.9523816003976672, 0.5466328775941254, 0.4424659388829051]","[16.3035336931591, 78.6205652261058, 73.44439320755914]",26.14,tablet,2024-06-13 02:59:00,20.13,55.17,1
83,1104a1ac-53a0-44c7-858d-992d8f0eab7d,reading,60.46,7.63,1,5,"[0.9732313987534513, 0.4938951953333831, 0.3114760644963575, 0.7343839090390435, 0.8354153278140266]","[54.64303160778473, 96.70352752561462, 5.166872165796111]",32.76,wearable,2024-04-20 06:12:57,23.59,55.88,0
54,01cd8822-0eeb-4233-8d47-ea5a16fcc115,listening,67.17,8.4,0,2,"[0.5974363681466908, 0.4568983137909669, 0.2185435257211842, 0.8787661830180211, 0.24154588736174382]","[30.978785920909925, 29.004553196243688, 87.14140341908544]",42.0,tablet,2024-05-17 08:32:04,23.98,37.51,0
99,f9458e5c-d940-4579-b123-a97193c667d6,speaking,84.99,6.57,0,2,"[0.849547339109444, 0.9154783544331345, 0.11094109432964813, 0.7066179271529134, 0.14665221920775612]","[54.88586650773559, 28.76327290436782, 30.67765995221412]",24.41,tablet,2024-03-07 07:59:28,23.11,40.02,0
11,d92584ef-0f2f-43b0-add8-fda5ebadd0c2,reading,89.31,5.24,1,5,"[0.16151788027896277, 0.8053838582356965, 0.35718249213343545, 0.4894901916393364, 0.7168994948997114]","[33.2456157148712, 5.658565614671563, 37.39210470128136]",56.94,wearable,2024-02-26 22:42:30,23.21,50.14,1
94,b25e6ef6-cb14-46bd-a1a9-b867da57b19d,writing,85.29,3.59,5,2,"[0.47650047769205217, 0.7758458185269864, 0.19123560779784324, 0.35006749848074104, 0.34868719761926825]","[43.2018927594506, 98.0368740942185, 6.750254668382194]",33.53,smartboard,2024-10-09 22:28:26,20.9,59.12,1
65,b2a77f44-177f-4694-9a39-070c64f6910b,listening,64.53,5.23,1,2,"[0.7640964863511456, 0.7340989852247007, 0.480455773204539, 0.41187175115744645, 0.4578511406975835]","[26.42762631586393, 20.53329387067998, 48.303969755889]",19.77,smartboard,2024-11-26 10:10:11,21.44,49.7,0
97,7624cb26-71b8-4a68-a382-733c0454c7bb,speaking,98.74,6.83,2,2,"[0.16928152035846966, 0.1680252524686603, 0.9562808987610094, 0.3675617112766003, 0.1828602874742279]","[59.90445871503815, 62.36487782902661, 64.85048201186882]",19.71,wearable,2024-01-04 07:45:34,20.08,58.95,1
20,0a757196-a4f8-4325-b8ed-439b37d63a5d,reading,70.04,7.41,3,4,"[0.7359668828908386, 0.6490066753715371, 0.38161665479228346, 0.3439866283876592, 0.6379014544324328]","[86.60956336116915, 94.67337289233956, 10.590580440375764]",13.52,wearable,2024-09-16 22:05:59,24.72,52.1,0
44,286bfc05-ff34-41e7-8854-2db9a6eed0f8,reading,95.32,3.62,1,3,"[0.6288272839984617, 0.7310256349757263, 0.7121006969022754, 0.46733652178002827, 0.11385540252217763]","[58.29260568042631, 25.310153917960875, 45.02542461428904]",57.67,smartboard,2024-07-31 01:30:44,22.0,55.19,1
23,5af9b62a-5d70-45fa-96df-d873014ea7da,reading,67.54,7.38,5,1,"[0.9793062589950491, 0.19170379078564312, 0.10748794800447281, 0.4902245133693529, 0.1833629347462305]","[74.83843496762313, 91.45486638485589, 43.402097270875885]",19.23,wearable,2024-09-27 00:20:02,22.17,51.7,0
25,b5ed045a-4681-4bd4-91d5-b87b41b8c036,speaking,60.36,6.72,4,3,"[0.6519625163986411, 0.6739194222063419, 0.3178198719827895, 0.742647451040314, 0.18225233769859878]","[19.92703364668008, 87.74700466544819, 73.87231507265663]",5.76,wearable,2024-04-27 02:18:49,21.24,36.43,0
64,8dab45b1-33c8-40d9-92bb-972b06431ce5,listening,70.83,3.98,2,1,"[0.15627366616856117, 0.5130464649371383, 0.7594601273075486, 0.6460585522456928, 0.7055845017382718]","[8.114917853623915, 95.14907101767872, 83.84918338430248]",49.28,wearable,2024-04-19 08:19:14,24.11,57.98,0
66,ee2dbee0-c839-42cc-83bd-6d827631e7d0,writing,81.77,3.6,1,4,"[0.655105247067287, 0.7685933443011451, 0.7641256540186229, 0.5693041217501921, 0.16161284740022025]","[37.11129384301278, 92.07666084633573, 58.4448909757426]",34.61,tablet,2024-06-09 19:06:23,21.34,41.05,0
95,0f68f865-f2f6-40f7-9704-6a8a2543e6c0,writing,95.81,7.33,5,3,"[0.8086483240770995, 0.5089108807608896, 0.6672224975105421, 0.3235452478688868, 0.7349147472551376]","[42.76013337033373, 44.25455148147456, 64.93223245768817]",56.5,wearable,2024-04-30 10:57:15,20.32,54.74,1
62,bae045a6-42ad-48f3-a5e3-155d8b41451c,speaking,71.7,5.55,0,2,"[0.11972199589750807, 0.37094147005088174, 0.5523681183671174, 0.15055846961269512, 0.5419861564448486]","[92.71106288584274, 10.539321810780521, 76.44407280755044]",27.53,tablet,2024-03-04 05:44:51,23.28,37.81,0
63,86da4e1f-e364-4f1d-ba17-d0533c5c1170,reading,66.38,3.28,2,4,"[0.1634427510788302, 0.2670820344111187, 0.6977974464900715, 0.8935215506591573, 0.8327131170320456]","[68.51343098744842, 11.043186341110268, 28.918744629594983]",22.04,tablet,2024-05-08 15:37:48,21.25,45.45,0
24,0d5f1db2-8aac-4714-908b-8d3f2ea150ba,reading,81.42,4.86,3,1,"[0.4184102428627924, 0.8457000381154732, 0.810363563487717, 0.3770162485126711, 0.9224095994859334]","[95.2815017002506, 32.67425420300408, 35.442494879305485]",32.81,smartboard,2024-07-08 14:25:07,24.71,56.29,0
54,5901accc-8bb6-46e3-ab22-7a3e7c3ec6c8,writing,64.1,5.14,3,2,"[0.5980340707747946, 0.552819225296386, 0.2744767611432034, 0.8729350940513392, 0.7092467046971536]","[83.79083748518036, 85.87642793494722, 74.83558536657398]",29.16,smartboard,2024-09-14 02:59:13,23.05,34.81,0
83,6090be77-8d18-4d8a-b0bd-cdf1f454487c,reading,86.95,3.43,5,4,"[0.7245546314591411, 0.3066383446785718, 0.20579617013519796, 0.2487560411286617, 0.10179292169716325]","[71.87396178535302, 73.24010490583791, 51.493334991325945]",13.87,tablet,2024-05-23 14:24:46,20.42,30.57,1
84,c665881d-18d1-4df0-ad77-6b0f69852661,listening,66.63,9.13,5,3,"[0.3173831575315136, 0.41884419449549415, 0.19481093603319988, 0.3001251742733533, 0.5673021137021846]","[60.775268309565256, 24.535231416621105, 5.773215922511721]",26.51,tablet,2024-07-07 10:51:38,21.17,36.59,0
38,92959960-4477-4e33-bca1-abd5d1cf4568,listening,98.39,6.93,0,5,"[0.6011905988548863, 0.47419759317098975, 0.4860499000871299, 0.5868145034542728, 0.7267868263324965]","[70.21460961818295, 17.169390770544958, 50.0112752076627]",27.66,tablet,2024-11-06 13:57:06,24.35,48.94,1
62,642a48f3-979e-49c3-98cf-5895b6910461,writing,81.3,2.92,5,3,"[0.6450741003910703, 0.20548351511221008, 0.4034859180091769, 0.2285577683328987, 0.7228662823219321]","[20.62521138361526, 39.1859373188026, 89.56747776187787]",16.24,tablet,2024-08-11 12:19:06,22.54,42.58,0
5,c75fe63d-310b-4b47-933c-df54d5af0733,speaking,60.72,8.34,1,2,"[0.16214131568313978, 0.5268295188792582, 0.6046104654450549, 0.6655838109531284, 0.719768466377088]","[25.327238352271507, 0.9978776658449373, 72.3443662354912]",34.46,wearable,2024-10-06 04:47:47,24.18,54.64,0
7,9da9c758-a8e3-4b6e-abfa-4cba27b2f712,reading,93.73,5.88,0,5,"[0.40026555625317906, 0.8124023823322329, 0.5061647017263294, 0.2650979767630911, 0.8694766176053269]","[88.25598767723473, 46.63097561401701, 7.569972730978747]",26.33,tablet,2024-11-13 03:17:22,24.02,57.05,1
94,66465f3f-c715-44d1-b589-63c6f34b5644,writing,68.14,2.54,1,5,"[0.8896154078195548, 0.4504644450809878, 0.587584867840807, 0.971259230845683, 0.15990825512280057]","[64.83180074520956, 7.410542257486707, 37.54689284665004]",49.21,wearable,2024-01-16 16:57:24,22.17,59.92,0
29,31b5e6e7-3b50-451c-858b-6a6199025441,reading,82.36,4.57,4,4,"[0.29810019331427784, 0.4154684808575456, 0.4352799463835958, 0.1618423099515649, 0.4326167794840958]","[46.423851973922496, 72.27377522388046, 65.6729484721608]",43.98,wearable,2024-09-30 10:52:35,20.04,36.53,0
75,1b6e69db-98d4-4473-aec5-ab448bacd86f,speaking,86.47,5.87,4,3,"[0.10478212810151136, 0.8240451781886401, 0.7955286159613036, 0.5935772466942064, 0.15981699319864492]","[76.65150495325847, 58.37135877313639, 78.19599771579591]",46.35,wearable,2024-04-14 10:09:04,24.02,45.54,1
69,f5426a74-9f5e-46f0-893a-df8032075758,reading,65.61,7.37,3,3,"[0.6584264065467735, 0.7680278684791785, 0.2528929054456618, 0.2754776799102603, 0.9013685654973956]","[74.99777984520708, 90.82284887003229, 75.87153211639207]",37.84,wearable,2024-03-10 17:51:55,23.27,56.67,0
92,bc289dc8-bb86-4084-a4c5-5c9672a4f886,speaking,83.15,7.06,2,3,"[0.24082904440324054, 0.5265290981044924, 0.744757400762289, 0.34384842848472885, 0.2820287624720814]","[31.382680822441557, 24.150062799283344, 21.491263703639586]",28.37,wearable,2024-03-25 13:06:08,24.54,45.21,0
91,2fc3c1e5-c3c7-44cc-b9b1-5b8b3c17f05a,speaking,67.52,2.62,3,2,"[0.7265405306241327, 0.4445188879927491, 0.8396478519268233, 0.6935596917766932, 0.8166173054872317]","[27.194603941844875, 69.2358922461058, 26.406198469371876]",56.65,wearable,2024-06-13 16:29:19,23.18,39.74,0
22,c5623b00-ed61-4c39-877d-a3c541db83bf,writing,70.78,3.53,3,1,"[0.725176863004355, 0.29684405169813455, 0.6357729393347401, 0.3381715242328216, 0.6957720503144817]","[81.49397285405392, 77.80252431446532, 76.08513309307817]",15.32,tablet,2024-06-11 04:26:53,20.44,50.97,0
90,821e74a7-019f-4911-969b-03a6c0b374c3,listening,74.73,5.46,0,3,"[0.12803418351405196, 0.3336188043475443, 0.13030876348701761, 0.8912671953411229, 0.3190570148966774]","[55.73371695730081, 3.897932066113041, 66.6847391305658]",22.77,wearable,2024-03-23 22:12:12,24.49,56.64,0
55,47985afd-5d8f-4ce4-a31e-cc46d1ae7e39,writing,73.01,9.21,1,5,"[0.9965419061489009, 0.8428740977115533, 0.8603842129797061, 0.3241078624981809, 0.6190321589719807]","[6.725591396736785, 9.491793682166971, 99.88926120332906]",22.97,smartboard,2024-05-22 00:12:06,23.74,54.2,0
38,67a8c3a2-0ff9-4fdf-88b7-006c3400a0c4,reading,94.32,9.98,2,1,"[0.3173468367311811, 0.13631574417372974, 0.4700723661951274, 0.21707260284605226, 0.12018330024584961]","[36.04268271414861, 78.37382510752364, 56.61806912250709]",22.2,tablet,2024-11-03 16:35:33,23.27,36.96,1
74,591b8466-1d9a-49d6-9310-e2d688f0f96e,reading,60.58,8.11,0,4,"[0.6613687763776082, 0.786072362050864, 0.13504421501889907, 0.8534076650475869, 0.657573580032673]","[56.33953507126401, 62.46140481145316, 86.4433246868364]",37.28,wearable,2024-05-28 04:53:13,22.9,59.72,0
15,113401a9-6464-4aba-b922-70eb18b6c516,listening,90.27,5.54,3,3,"[0.7366573000296349, 0.45030742452260963, 0.3059879162351491, 0.6371666891989834, 0.9353638883025563]","[92.91395200154628, 34.19052781054903, 52.7677466221695]",16.64,tablet,2024-03-12 07:47:25,24.98,59.43,1
69,fb2a0443-7e46-4719-ba06-ddc50a49ae52,speaking,85.98,8.44,3,4,"[0.7435901451553301, 0.6338423971355214, 0.14801319729000795, 0.509287908297395, 0.7073076719506695]","[67.75316138836847, 37.31226184223836, 94.16919866580305]",14.2,wearable,2024-02-06 01:02:48,22.5,50.73,1
87,a348916b-8821-4bf2-95e6-1520835411a8,reading,87.89,7.19,0,1,"[0.34775939210667417, 0.2405859118179598, 0.6723462941440398, 0.639371904525494, 0.2614204092603169]","[70.51391455705634, 45.51719917336564, 66.7760591603153]",51.06,tablet,2024-07-08 16:18:21,20.85,30.57,1
